iter	Logloss
846	0.04661480837
847	0.04660830829
848	0.04659470207
849	0.04656967476
850	0.04656116247
851	0.04655316315
852	0.04654863867
853	0.04653951212
854	0.0465293916
855	0.04651949873
856	0.04650391469
857	0.0464958114
858	0.04648442185
859	0.04647776248
860	0.04646813685
861	0.04646097559
862	0.04645267347
863	0.04644227953
864	0.0464318665
865	0.04642045862
866	0.04641346864
867	0.04640391173
868	0.04639882986
869	0.04639143131
870	0.04638354468
871	0.04637706001
872	0.04637104782
873	0.04636030635
874	0.04634969935
875	0.04633500305
876	0.04633034272
877	0.04632024503
878	0.04630923428
879	0.04630330627
880	0.04629691735
881	0.0462884527
882	0.04626614426
883	0.0462557316
884	0.04625082532
885	0.04624331276
886	0.04623656691
887	0.04623142203
888	0.04622167832
889	0.04621289422
890	0.0462038408
891	0.04619531722
892	0.04618057763
893	0.04617370902
894	0.04616899445
895	0.04616211413
896	0.04615659029
897	0.04614532161
898	0.04613078271
899	0.04612214493
